Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic
Irreversible,Original Screenplay,Drama,Live Action,False,5400000,3,2003,96888,7,0.57,0.51
Tao Jie,Original Screenplay,Drama,Live Action,False,5400000,-1,-1,-1,-1,-1,-1
Rang De Basanti,Original Screenplay,Drama,Live Action,False,5300000,2,2006,28809,63,0.83,-1
Grabbers,Original Screenplay,Black Comedy,Live Action,False,5300000,-1,-1,-1,-1,0.75,0.62
La Vie d'AdÃ¨le â Chapitres 1 & 2,Based on Comic/Graphic Novel,Drama,Live Action,True,5250000,10,2013,98910,18,-1,-1
Hodejegerne,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,5250000,4,2012,61242,4,-1,-1
The Ten,Original Screenplay,Comedy,Live Action,False,5250000,9,2007,16420,42,0.36,0.5
A Room for Romeo Brass,-1,-1,-1,False,5250000,10,2000,9382,3,0.68,0.65
The Girl with all the Gifts,Original Screenplay,Horror,Live Action,False,5250000,-1,-1,-1,-1,0.86,0.67
Wilson,-1,-1,-1,False,5200000,-1,-1,-1,-1,0.88,0.49
Saint Ralph,Original Screenplay,Comedy,Live Action,False,5200000,9,2005,6282,20,-1,0.51
Dum Maaro Dum,Original Screenplay,Drama,Live Action,False,5200000,4,2011,114449,101,0.6,-1
Somewhere in Time,Based on Fiction Book/Short Story,Drama,Live Action,False,5100000,-1,-1,-1,-1,0.61,0.29
My Big Fat Greek Wedding,Based on Play,Romantic Comedy,Live Action,True,5000000,5,2002,103000,0,0.76,0.62
Get Out,Original Screenplay,Horror,Live Action,True,5000000,2,2017,10834915,2781,0.98,0.84
Split,Original Screenplay,Horror,Live Action,True,5000000,1,2017,14626670,3038,-1,0.62
Paranormal Activity 3,Original Screenplay,Horror,Live Action,True,5000000,10,2011,26305745,3321,0.68,0.59
Saw II,Original Screenplay,Horror,Live Action,True,5000000,10,2005,12111972,2949,0.37,0.4
Insidious Chapter 2,Original Screenplay,Horror,Live Action,True,5000000,9,2013,20231363,3049,0.39,0.4
10 Cloverfield Lane,Original Screenplay,Thriller/Suspense,Live Action,True,5000000,3,2016,8981274,3391,-1,-1
Lights Out,Based on Short Film,Horror,Live Action,True,5000000,7,2016,9150958,2818,-1,0.58
The Visit,Original Screenplay,Thriller/Suspense,Live Action,True,5000000,9,2015,9207110,3069,-1,0.6
Jackass: The Movie,Based on TV,Comedy,Live Action,True,5000000,10,2002,9715712,2509,0.49,0.42
Happy Death Day,Original Screenplay,Horror,Live Action,True,5000000,10,2017,11659375,3149,0.72,0.58
Paranormal Activity 4,Original Screenplay,Horror,Live Action,True,5000000,10,2012,15110106,3412,0.24,0.4
Ouija,Based on Game,Horror,Live Action,True,5000000,10,2014,8301410,2858,-1,0.38
A Nightmare On Elm Street 3: Dream Warriors,Original Screenplay,Horror,Live Action,True,5000000,2,1987,11367889,1343,0.74,0.49
No se Aceptan Devoluciones,Original Screenplay,Comedy,Live Action,True,5000000,8,2013,1928863,348,0.55,-1
The Gift,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,8,2015,4121312,2503,-1,0.62
The Big Sick,Based on Real Life Events,Romantic Comedy,Live Action,True,5000000,6,2017,133751,5,0.98,0.86
The Return of the Pink Panther,-1,-1,-1,True,5000000,-1,-1,-1,-1,-1,0.61
The Robe,Based on Religious Text,-1,-1,False,5000000,-1,-1,-1,-1,-1,-1
Freddyâs Dead: The Final Nightmare,Original Screenplay,Horror,Live Action,True,5000000,9,1991,15538610,1862,0.2,0.39
Monster,Based on Real Life Events,Drama,Live Action,False,5000000,1,2004,294300,221,0.81,0.74
Paranormal Activity: The Marked Ones,Spin-Off,Horror,Live Action,True,5000000,1,2014,8722144,2867,0.39,0.42
"20,000 Leagues Under the Sea",Based on Fiction Book/Short Story,Adventure,Live Action,False,5000000,-1,-1,-1,-1,-1,-1
Oculus,Original Screenplay,Horror,Live Action,False,5000000,4,2014,4966899,2648,0.74,0.61
Dallas Buyers Club,Based on Real Life Events,Drama,Live Action,True,5000000,11,2013,68988,9,-1,0.84
No Escape,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,8,2015,1179112,3007,0.5,0.38
The Elephant Man,-1,-1,-1,False,5000000,-1,-1,-1,-1,-1,0.77
The Lazarus Effect,Original Screenplay,Horror,Live Action,False,5000000,2,2015,3786762,2666,0.16,0.31
Memento,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,5000000,4,2001,56509,70,0.92,0.8
Our Idiot Brother,Original Screenplay,Comedy,Live Action,False,5000000,8,2011,2390226,2555,0.69,0.6
The Strangers: Prey at Night,Based on Real Life Events,Horror,Live Action,True,5000000,3,2018,3990904,2464,0.4,0.48
Clerks II,Original Screenplay,Comedy,Live Action,True,5000000,7,2006,4020770,2150,-1,0.65
The Players Club,Original Screenplay,Drama,Live Action,False,5000000,4,1998,1360341,593,-1,-1
Billy Elliot,Original Screenplay,Drama,Live Action,False,5000000,10,2000,26840,10,0.85,0.74
The Way Way Back,Original Screenplay,Comedy,Live Action,False,5000000,7,2013,175863,19,0.84,0.68
"As Above, So Below",Original Screenplay,Thriller/Suspense,Live Action,True,5000000,8,2014,3233935,2640,-1,0.38
Godâs Not Dead 2,Original Screenplay,Drama,Live Action,True,5000000,4,2016,2933485,2419,0.08,0.22
The Apostle,Original Screenplay,Drama,Live Action,False,5000000,2,1998,39064,110,0.9,0.83
The Man From Snowy River,Original Screenplay,Drama,Live Action,True,5000000,11,1982,952045,158,-1,-1
House Party 2,Original Screenplay,Comedy,Live Action,True,5000000,10,1991,7040212,1165,0.21,-1
Doug's 1st Movie,Based on TV,Adventure,Hand Animation,False,5000000,3,1999,1100000,2268,0.26,-1
Race,Based on Real Life Events,Drama,Live Action,False,5000000,2,2016,2378438,2369,-1,0.56
Mommie Dearest,Based on Fiction Book/Short Story,Drama,Live Action,False,5000000,9,1981,912858,85,0.53,0.55
Still Alice,Original Screenplay,Drama,Live Action,False,5000000,2,2015,685000,765,0.85,0.72
Halloween 4: The Return of Michael Myers,-1,-1,-1,True,5000000,10,1988,8426159,1679,0.27,0.34
Apollo 18,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,9,2011,2847309,3328,0.24,0.24
"Paul, Apostle of Christ",Based on Religious Text,Drama,Live Action,False,5000000,3,2018,1656905,1473,0.46,0.52
Addicted,Based on Fiction Book/Short Story,Drama,Live Action,False,5000000,10,2014,2998017,846,-1,0.32
O (Othello),Based on Play,Drama,Live Action,False,5000000,8,2001,1958000,1434,-1,-1
Halloween: The Curse of Michael Myers,Original Screenplay,Horror,Live Action,True,5000000,9,1995,8581532,1679,0.06,0.1
The Egyptian,-1,-1,-1,False,5000000,-1,-1,-1,-1,-1,-1
Eve's Bayou,Original Screenplay,Drama,Live Action,False,5000000,11,1997,960000,659,0.81,0.78
Nighthawks,Original Screenplay,Action,Live Action,False,5000000,-1,-1,-1,-1,0.74,0.56
Friday the 13th Part VIII: Jason Takes Manhattan,-1,-1,-1,True,5000000,7,1989,8485810,1683,-1,0.14
Spring Breakers,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,3,2013,2100000,1104,0.66,0.63
It Comes at Night,Original Screenplay,Horror,Live Action,True,5000000,6,2017,2479596,2533,0.87,0.78
Y Tu MamÃ¡ TambiÃ©n,Original Screenplay,Drama,Live Action,False,5000000,3,2002,602568,40,-1,-1
Shaun of the Dead,Original Screenplay,Comedy,Live Action,True,5000000,9,2004,1286000,607,0.92,0.76
The Haunting of Molly Hartley,Original Screenplay,Thriller/Suspense,Live Action,True,5000000,10,2008,1788263,2652,-1,0.28
Hillaryâs America: The Secret History of the Democratic Party,Based on Real Life Events,Documentary,Live Action,False,5000000,7,2016,41168,3,0.04,0.02
Lone Star,Original Screenplay,Drama,Live Action,False,5000000,6,1996,369617,21,-1,0.78
April Fool's Day,Original Screenplay,Horror,Live Action,False,5000000,3,1986,5435390,1202,-1,-1
Diner,Original Screenplay,Comedy,Live Action,False,5000000,5,1982,299267,21,0.92,0.82
Before I Fall,Based on Fiction Book/Short Story,Drama,Live Action,False,5000000,3,2017,1669829,2346,0.63,0.58
Lone Wolf McQuade,Original Screenplay,Action,Live Action,False,5000000,4,1983,5781279,1221,0.67,0.65
Sunshine Cleaning,Original Screenplay,Comedy,Live Action,False,5000000,3,2009,58976,4,0.74,0.61
Fifty Shades of Black,Based on Movie,Comedy,Live Action,False,5000000,1,2016,2250509,2075,0.07,0.28
A Farewell To Arms,-1,-1,-1,False,5000000,-1,-1,-1,-1,-1,-1
Solomon and Sheba,Based on Religious Text,-1,-1,False,5000000,-1,-1,-1,-1,0.2,-1
The Beastmaster,Based on Fiction Book/Short Story,Action,Live Action,True,5000000,8,1982,4680800,1013,-1,0.18
Not Easily Broken,Based on Fiction Book/Short Story,Drama,Live Action,False,5000000,1,2009,1933066,724,0.31,0.43
Momsâ Night Out,Original Screenplay,Adventure,Live Action,False,5000000,5,2014,1247094,1044,0.19,0.25
The Belko Experiment,Original Screenplay,Horror,Live Action,False,5000000,3,2017,1518000,1341,0.53,0.44
The Perfect Match,Original Screenplay,Romantic Comedy,Live Action,False,5000000,3,2016,1554061,925,-1,0.41
Digimon: The Movie,Based on TV,Adventure,Hand Animation,False,5000000,10,2000,1233000,1822,0.24,-1
Saved!,Original Screenplay,Comedy,Live Action,False,5000000,6,2004,1000000,589,0.6,-1
Les invasions barbares,Original Screenplay,Drama,Live Action,False,5000000,1,2004,4232,10,-1,-1
Robin and Marian,-1,-1,-1,False,5000000,-1,-1,-1,-1,0.76,-1
Force 10 from Navarone,-1,-1,-1,True,5000000,-1,-1,-1,-1,-1,-1
The Forsaken,Original Screenplay,Horror,Live Action,False,5000000,4,2001,1015500,1514,-1,0.35
Fahrenheit 11/9,Based on Real Life Events,Documentary,Live Action,False,5000000,9,2018,1063442,1719,0.81,0.69
UHF,Original Screenplay,Comedy,Live Action,False,5000000,-1,-1,-1,-1,0.64,0.32
Sea Rex 3D: Journey to a Prehistoric World,Based on Real Life Events,Documentary,Animation/Live Action,False,5000000,2,2011,76333,12,-1,-1
Grandmaâs Boy,Original Screenplay,Comedy,Live Action,False,5000000,1,2006,197754,2016,0.16,0.33
Slums of Beverly Hills,Based on Real Life Events,Comedy,Live Action,False,5000000,8,1998,188802,7,0.8,0.69
Once Upon a Time in the West,Original Screenplay,Western,Live Action,False,5000000,-1,-1,-1,-1,0.98,0.8
Made,Original Screenplay,Comedy,Live Action,False,5000000,7,2001,52614,19,0.71,0.62
La mala educaciÃ³n,Original Screenplay,Drama,Live Action,True,5000000,1,2005,55706,60,-1,-1
Moon,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,9,2009,12790,41,0.9,0.67
90 Minutes in Heaven,Based on Factual Book/Article,Drama,Live Action,True,5000000,9,2015,758767,877,-1,-1
Incarnate,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,12,2016,915217,1737,-1,0.3
Keeping Up with the Steins,Original Screenplay,Comedy,Live Action,False,5000000,5,2006,153722,146,0.36,0.57
The Sweet Hereafter,Based on Fiction Book/Short Story,Drama,Live Action,False,5000000,10,1997,95988,2,-1,0.9
Bottle Shock,Based on Real Life Events,Drama,Live Action,False,5000000,9,2008,165766,295,0.48,0.56
Des Hommes et Des Dieux,Based on Real Life Events,Drama,Live Action,False,5000000,5,2011,9036,37,-1,-1
Jekyll and Hyde... Together Again,Based on Fiction Book/Short Story,Comedy,Live Action,False,5000000,10,1982,1063502,300,-1,-1
Table 19,Original Screenplay,Comedy,Live Action,False,5000000,3,2017,519652,868,0.26,0.4
Green Room,Original Screenplay,Horror,Live Action,False,5000000,4,2016,321950,470,0.38,0.79
Thoroughbreds,Original Screenplay,Drama,Live Action,False,5000000,3,2018,436060,549,-1,0.75
Heavenly Creatures,Based on Real Life Events,Drama,Live Action,False,5000000,12,1994,181961,30,0.92,-1
The Other Side of the Door,Original Screenplay,Horror,Live Action,False,5000000,3,2016,378354,546,0.37,0.41
Everything Must Go,Based on Fiction Book/Short Story,Drama,Live Action,False,5000000,5,2011,221551,218,0.73,0.65
Kill the Messenger,Based on Real Life Events,Thriller/Suspense,Live Action,False,5000000,10,2014,304374,374,-1,0.6
Rabbit Hole,Based on Play,Drama,Live Action,False,5000000,12,2010,15308,5,0.86,0.76
Jem and the Holograms,Based on Toy,Musical,Live Action,False,5000000,10,2015,458685,2413,-1,0.42
Paterson,Original Screenplay,Comedy,Live Action,False,5000000,12,2016,16829,4,0.96,0.9
Zero Effect,Original Screenplay,Comedy,Live Action,False,5000000,1,1998,600762,100,0.64,-1
A Midnight Clear,-1,-1,-1,False,5000000,-1,-1,-1,-1,-1,-1
The Machinist,Original Screenplay,Thriller/Suspense,Live Action,False,5000000,1,2005,2133,12,0.77,0.61
Light Sleeper,-1,-1,-1,False,5000000,-1,-1,-1,-1,0.87,0.7
American Teen,Based on Real Life Events,Documentary,Live Action,False,5000000,7,2008,13229,5,0.7,0.66
Atlas Shrugged: Who Is John Galt?,Based on Fiction Book/Short Story,Drama,Live Action,True,5000000,9,2014,176575,242,0.0,0.09
Party Monster,Based on Real Life Events,Comedy,Live Action,False,5000000,8,2003,27033,1,0.29,0.36
The Oh in Ohio,Original Screenplay,Romantic Comedy,Live Action,False,5000000,7,2006,90693,14,-1,0.48
