Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic,Release day revenue / production budget,Rotten Tomatoes Audience
Midnight Cowboy,-1,-1,-1,False,3600000,-1,-1,-1,-1,0.9,-1.0,-2.7777777777777776e-07,0.88
Billy: The Early Years of Billy Graham,Based on Real Life Events,Drama,Live Action,False,3600000,10,2008,270156,282,-1.0,-1.0,0.07504333333333334,-1.0
UtÃ¸ya 22. juli,Based on Real Life Events,Drama,Live Action,False,3600000,-1,-1,-1,-1,-1.0,-1.0,-2.7777777777777776e-07,-1.0
Airplane!,Original Screenplay,Comedy,Live Action,True,3500000,-1,-1,-1,-1,0.97,-1.0,-2.857142857142857e-07,0.89
M*A*S*H,Based on Fiction Book/Short Story,Black Comedy,Live Action,False,3500000,-1,-1,-1,-1,0.85,0.8,-2.857142857142857e-07,0.83
The Full Monty,Original Screenplay,Comedy,Live Action,False,3500000,8,1997,35363,6,-1.0,0.75,0.010103714285714285,-1.0
Truth or Dare,Original Screenplay,Thriller/Suspense,Live Action,True,3500000,4,2018,8283885,3029,-1.0,0.35,2.366824285714286,-1.0
Menace II Society,Original Screenplay,Action,Live Action,False,3500000,5,1993,4952947,464,0.83,0.76,1.4151277142857144,0.93
Friday,Original Screenplay,Comedy,Live Action,True,3500000,4,1995,8043916,865,0.76,0.54,2.2982617142857142,0.91
The Witch,Original Screenplay,Horror,Live Action,False,3500000,2,2016,3267965,2046,-1.0,0.83,0.9337042857142858,-1.0
Winchester,Based on Real Life Events,Horror,Live Action,False,3500000,2,2018,3622125,2480,0.15,0.28,1.034892857142857,0.33
Empire,Original Screenplay,Drama,Live Action,False,3500000,12,2002,2177000,864,-1.0,0.38,0.622,-1.0
Dark Skies,Original Screenplay,Thriller/Suspense,Live Action,False,3500000,2,2013,3094178,2313,-1.0,0.5,0.8840508571428571,-1.0
Forever My Girl,Based on Fiction Book/Short Story,Drama,Live Action,False,3500000,1,2018,1462399,1114,0.24,0.36,0.4178282857142857,0.82
Creepshow 2,Based on Fiction Book/Short Story,Horror,Live Action,True,3500000,5,1987,4398635,867,0.33,0.39,1.2567528571428572,0.4
In Cold Blood,Based on Factual Book/Article,Drama,Live Action,False,3500000,-1,-1,-1,-1,-1.0,0.89,-2.857142857142857e-07,-1.0
The Nun's Story,-1,-1,-1,False,3500000,-1,-1,-1,-1,0.93,-1.0,-2.857142857142857e-07,0.82
Frenzy,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,3500000,-1,-1,-1,-1,0.87,-1.0,-2.857142857142857e-07,0.77
Harper,Based on Factual Book/Article,-1,-1,False,3500000,-1,-1,-1,-1,1.0,0.51,-2.857142857142857e-07,0.74
I Got the Hook-Up!,Original Screenplay,Comedy,Live Action,False,3500000,5,1998,655346,552,0.17,-1.0,0.1872417142857143,0.63
She's the One,Original Screenplay,Romantic Comedy,Live Action,False,3500000,8,1996,3026842,459,0.61,-1.0,0.864812,0.41
Terror Train,-1,-1,-1,False,3500000,-1,-1,-1,-1,0.33,-1.0,-2.857142857142857e-07,0.38
Gods and Monsters,Based on Fiction Book/Short Story,Drama,Live Action,False,3500000,11,1998,135828,6,0.95,0.74,0.038808,0.83
El secreto de sus ojos,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,3500000,5,2010,119986,155,-1.0,-1.0,0.03428171428571428,-1.0
Evil Dead II,-1,-1,-1,True,3500000,-1,-1,-1,-1,-1.0,0.69,-2.857142857142857e-07,-1.0
Day of the Dead,Original Screenplay,Horror,Live Action,True,3500000,8,1985,1169058,161,-1.0,0.6,0.33401657142857144,-1.0
First Reformed,Original Screenplay,Thriller/Suspense,Live Action,False,3500000,5,2018,33778,4,0.93,0.85,0.009650857142857143,0.68
Pootie Tang,Original Screenplay,Comedy,Live Action,False,3500000,7,2001,416000,712,0.29,0.31,0.11885714285714286,0.63
Believe,Original Screenplay,Drama,Live Action,False,3500000,12,2016,168900,638,-1.0,0.39,0.04825714285714286,-1.0
La otra conquista,Original Screenplay,Drama,Live Action,False,3500000,4,2000,385547,74,-1.0,-1.0,0.11015628571428572,-1.0
American Honey,Original Screenplay,Drama,Live Action,False,3500000,9,2016,25323,4,0.79,0.79,0.0072351428571428575,0.64
The Bronze,Original Screenplay,Black Comedy,Live Action,False,3500000,3,2016,130000,1167,0.35,0.44,0.037142857142857144,0.44
Trolljegeren,Original Screenplay,Horror,Live Action,False,3500000,7,2011,7135,21,0.83,-1.0,0.0020385714285714287,0.71
Ira and Abby,Original Screenplay,Comedy,Live Action,False,3500000,9,2007,47303,7,0.67,-1.0,0.013515142857142858,0.62
The Masked Saint,Based on Fiction Book/Short Story,Action,Live Action,False,3500000,1,2016,40823,482,0.14,0.22,0.011663714285714286,0.62
Winter Passing,Original Screenplay,Drama,Live Action,False,3500000,2,2006,7722,7,0.4,0.56,0.0022062857142857144,0.62
D.E.B.S.,Original Screenplay,Action,Live Action,False,3500000,3,2005,84410,45,0.38,0.42,0.024117142857142858,0.55
Time to Choose,Based on Real Life Events,Documentary,Live Action,False,3500000,6,2016,17369,6,0.86,0.75,0.004962571428571428,0.79
Surveillance,Original Screenplay,Thriller/Suspense,Live Action,False,3500000,6,2009,7542,2,0.55,0.31,0.002154857142857143,0.43
Taxman,-1,-1,-1,False,3500000,-1,-1,-1,-1,-1.0,0.48,-2.857142857142857e-07,-1.0
The Kick,Original Screenplay,Action,Live Action,False,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
The Betrayed,-1,-1,-1,False,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
The Secret,Based on Real Life Events,Documentary,Live Action,False,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
2:13,-1,-1,-1,False,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
"Batman: The Dark Knight Returns, Part 2",Based on Comic/Graphic Novel,Action,Hand Animation,True,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
In the Name of the King III,Based on Game,Action,Live Action,True,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
Wicked Blood,Original Screenplay,Action,Live Action,False,3500000,-1,-1,-1,-1,-1.0,-1.0,-2.857142857142857e-07,-1.0
Dawn Patrol,Original Screenplay,Drama,Live Action,False,3500000,-1,-1,-1,-1,-1.0,0.24,-2.857142857142857e-07,-1.0
Jagten,Original Screenplay,Drama,Live Action,False,3450000,5,2013,15435,3,-1.0,-1.0,0.004473913043478261,-1.0
Lords of London,Original Screenplay,Thriller/Suspense,Live Action,False,3440000,-1,-1,-1,-1,-1.0,-1.0,-2.9069767441860464e-07,-1.0
La marche de l'empereur,Based on Real Life Events,Documentary,Live Action,False,3400000,7,2005,113380,20,-1.0,-1.0,0.03334705882352941,-1.0
High Anxiety,-1,-1,-1,False,3400000,-1,-1,-1,-1,0.75,0.55,-2.941176470588235e-07,0.67
Margin Call,Original Screenplay,Drama,Live Action,False,3400000,10,2011,169290,56,0.88,0.76,0.049791176470588235,0.74
Choke,Based on Fiction Book/Short Story,Comedy,Live Action,False,3400000,9,2008,477026,463,0.55,0.47,0.14030176470588235,0.52
L\'incomparable mademoiselle C.,-1,-1,-1,False,3400000,4,2004,226520,77,-1.0,-1.0,0.0666235294117647,-1.0
August,Original Screenplay,Drama,Live Action,False,3400000,7,2008,9955,1,0.36,0.39,0.002927941176470588,0.23
To Write Love On Her Arms,Based on Real Life Events,Drama,Live Action,False,3400000,-1,-1,-1,-1,-1.0,-1.0,-2.941176470588235e-07,-1.0
Carousel,Based on Musical or Opera,Drama,Live Action,False,3380000,-1,-1,-1,-1,0.83,-1.0,-2.9585798816568045e-07,0.61
Whiplash,Original Screenplay,Drama,Live Action,False,3300000,10,2014,205427,6,-1.0,0.88,0.06225060606060606,-1.0
Bella,Original Screenplay,Drama,Live Action,False,3300000,11,2007,289000,456,0.42,0.47,0.08757575757575757,0.81
Cidade de Deus,Based on Fiction Book/Short Story,Drama,Live Action,True,3300000,1,2004,1757,4,-1.0,-1.0,0.0005324242424242424,-1.0
Human Traffic,-1,-1,-1,False,3300000,5,2000,17636,5,0.59,0.53,0.005344242424242424,0.89
The Dead Girl,Original Screenplay,Thriller/Suspense,Live Action,False,3300000,12,2006,2000,2,-1.0,0.65,0.0006060606060606061,-1.0
The Opposite Sex,Original Screenplay,Comedy,Live Action,False,3300000,-1,-1,-1,-1,0.2,-1.0,-3.0303030303030305e-07,0.5
A Christmas Story,Based on Fiction Book/Short Story,Comedy,Live Action,False,3250000,11,1983,3355759,886,-1.0,0.77,1.0325412307692308,-1.0
Class of 1984,Original Screenplay,Drama,Live Action,True,3250000,-1,-1,-1,-1,0.72,0.49,-3.076923076923077e-07,0.67
Entre les murs,Based on Fiction Book/Short Story,Drama,Live Action,False,3250000,2,2009,45264,35,-1.0,-1.0,0.013927384615384616,-1.0
Dreaming of Joseph Lees,-1,-1,-1,False,3250000,-1,-1,-1,-1,0.36,0.55,-3.076923076923077e-07,0.54
Rosemary's Baby,-1,-1,-1,False,3200000,-1,-1,-1,-1,0.99,0.96,-3.125e-07,0.87
Sorry to Bother You,Original Screenplay,Comedy,Live Action,True,3200000,7,2018,274827,16,0.93,0.8,0.0858834375,0.71
The Man Who Shot Liberty Valance,-1,-1,-1,False,3200000,-1,-1,-1,-1,-1.0,0.94,-3.125e-07,-1.0
Maria Full of Grace,Original Screenplay,Drama,Live Action,False,3200000,7,2004,228524,7,0.97,0.87,0.07141375,0.87
Beginners,Original Screenplay,Drama,Live Action,False,3200000,6,2011,38138,5,0.85,0.81,0.011918125,0.77
The Meddler,Original Screenplay,Comedy,Live Action,False,3200000,4,2016,86361,4,-1.0,0.68,0.0269878125,-1.0
Adam,Original Screenplay,Drama,Live Action,False,3200000,7,2009,15379,4,-1.0,0.56,0.0048059375,-1.0
Feast,Original Screenplay,Horror,Live Action,True,3200000,9,2006,56131,146,0.57,0.43,0.0175409375,0.59
Itâs a Wonderful Life,Original Screenplay,Drama,Live Action,False,3180000,-1,-1,-1,-1,0.93,0.89,-3.1446540880503144e-07,0.95
Trainspotting,Based on Fiction Book/Short Story,Drama,Live Action,True,3100000,7,1996,442389,8,0.9,0.83,0.14270612903225807,0.93
Antiviral,Original Screenplay,Thriller/Suspense,Live Action,False,3100000,-1,-1,-1,-1,0.66,0.55,-3.225806451612903e-07,0.4
National Lampoon's Animal House,Original Screenplay,Comedy,Live Action,True,3000000,-1,-1,-1,-1,0.91,-1.0,-3.3333333333333335e-07,0.89
Paranormal Activity 2,Original Screenplay,Horror,Live Action,True,3000000,10,2010,20109273,3216,0.59,0.53,6.703091,0.48
War Room,Original Screenplay,Drama,Live Action,False,3000000,8,2015,4048820,1135,0.95,0.26,1.3496066666666666,0.83
The Purge,Original Screenplay,Thriller/Suspense,Live Action,True,3000000,6,2013,16775640,2536,0.39,0.41,5.59188,0.36
Goldfinger,Based on Fiction Book/Short Story,Action,Live Action,True,3000000,-1,-1,-1,-1,0.97,0.87,-3.3333333333333335e-07,0.89
Sinister,Original Screenplay,Thriller/Suspense,Live Action,True,3000000,10,2012,7416439,2527,-1.0,-1.0,2.4721463333333333,-1.0
The Original Kings of Comedy,Based on Real Life Events,Concert/Performance,Live Action,False,3000000,8,2000,4062000,847,-1.0,0.76,1.354,-1.0
The Bridge on the River Kwai,Based on Fiction Book/Short Story,Drama,Live Action,False,3000000,-1,-1,-1,-1,-1.0,0.87,-3.3333333333333335e-07,-1.0
Coming Home,Original Screenplay,Drama,Live Action,False,3000000,-1,-1,-1,-1,0.82,0.81,-3.3333333333333335e-07,0.83
Waking Ned Devine,Original Screenplay,Comedy,Live Action,False,3000000,2,1999,0,0,0.83,0.71,0.0,0.88
Air Bud,Original Screenplay,Adventure,Live Action,True,3000000,8,1997,1556192,1795,0.45,-1.0,0.5187306666666667,0.38
Bowling for Columbine,Based on Real Life Events,Documentary,Live Action,False,3000000,11,2002,152000,162,0.95,0.72,0.050666666666666665,0.82
A Nightmare on Elm Street Part 2: Freddy's Revenge,Original Screenplay,Horror,Live Action,True,3000000,11,1985,3749928,522,-1.0,-1.0,1.249976,-1.0
A Room with a View,Based on Fiction Book/Short Story,Comedy,Live Action,False,3000000,5,1986,929401,78,-1.0,0.8,0.30980033333333334,-1.0
Love and Death,Original Screenplay,Comedy,Live Action,False,3000000,-1,-1,-1,-1,1.0,0.89,-3.3333333333333335e-07,0.9
Friday the 13th Part VI: Jason Lives,-1,-1,-1,True,3000000,8,1986,9626735,1610,-1.0,-1.0,3.208911666666667,-1.0
Martin Lawrence Live: RunTelDat,Based on Real Life Events,Concert/Performance,Live Action,False,3000000,8,2002,2685385,752,0.39,0.4,0.8951283333333333,0.7
The Apartment,Original Screenplay,Romantic Comedy,Live Action,False,3000000,-1,-1,-1,-1,0.94,-1.0,-3.3333333333333335e-07,0.94
Cat on a Hot Tin Roof,Based on Play,Drama,Live Action,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
Beneath the Planet of the Apes,-1,-1,-1,True,3000000,-1,-1,-1,-1,0.38,0.46,-3.3333333333333335e-07,0.38
Pokemon 3: The Movie,Based on TV,Adventure,Hand Animation,True,3000000,4,2001,2848500,2675,-1.0,0.22,0.9495,-1.0
Jason Goes to Hell: The Final Friday,-1,-1,-1,True,3000000,-1,-1,-1,-1,0.24,0.17,-3.3333333333333335e-07,0.24
Spaced Invaders,Original Screenplay,Adventure,Live Action,False,3000000,4,1990,5326416,1821,0.08,-1.0,1.775472,0.51
Family Plot,Based on Fiction Book/Short Story,Black Comedy,Live Action,False,3000000,-1,-1,-1,-1,0.96,-1.0,-3.3333333333333335e-07,0.62
Torn Curtain,Original Screenplay,Thriller/Suspense,Live Action,False,3000000,-1,-1,-1,-1,0.68,0.55,-3.3333333333333335e-07,0.53
Upgrade,Original Screenplay,Thriller/Suspense,Live Action,True,3000000,6,2018,1674340,1457,-1.0,0.67,0.5581133333333334,-1.0
Dave Chappelle's Block Party,Based on Real Life Events,Documentary,Live Action,False,3000000,3,2006,2700000,1200,-1.0,0.84,0.9,-1.0
Krush Groove,Original Screenplay,Drama,Live Action,False,3000000,10,1985,3585868,519,0.43,0.37,1.1952893333333334,0.81
Elmer Gantry,Based on Fiction Book/Short Story,Drama,Live Action,False,3000000,-1,-1,-1,-1,0.97,-1.0,-3.3333333333333335e-07,0.86
Next Day Air,Original Screenplay,Comedy,Live Action,False,3000000,5,2009,1411107,1138,0.21,0.46,0.470369,0.31
Judgment at Nuremberg,-1,-1,-1,False,3000000,-1,-1,-1,-1,0.9,0.6,-3.3333333333333335e-07,0.93
Belly,Original Screenplay,Drama,Live Action,True,3000000,11,1998,851228,570,0.13,-1.0,0.28374266666666664,0.87
Trippinâ,Original Screenplay,Comedy,Live Action,False,3000000,5,1999,341009,777,0.18,-1.0,0.11366966666666667,0.79
Red River,-1,-1,-1,False,3000000,-1,-1,-1,-1,1.0,-1.0,-3.3333333333333335e-07,0.87
The Deep End,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,3000000,8,2001,199000,58,-1.0,0.78,0.06633333333333333,-1.0
Before Midnight,Original Screenplay,Drama,Live Action,True,3000000,5,2013,273944,5,-1.0,0.94,0.09131466666666667,-1.0
Teen Wolf Too,Original Screenplay,Comedy,Live Action,True,3000000,11,1987,3610918,1540,0.07,0.08,1.2036393333333333,0.17
The Collector,Original Screenplay,Horror,Live Action,True,3000000,7,2009,1339211,1325,-1.0,0.29,0.44640366666666664,-1.0
Phantasm II,-1,-1,-1,True,3000000,-1,-1,-1,-1,-1.0,0.42,-3.3333333333333335e-07,-1.0
Phat Girlz,Original Screenplay,Romantic Comedy,Live Action,False,3000000,4,2006,962996,1060,0.22,0.36,0.32099866666666665,0.64
Woman Thou Art Loosed,Based on Fiction Book/Short Story,Drama,Live Action,False,3000000,10,2004,800000,408,0.5,0.55,0.26666666666666666,0.84
Real Women Have Curves,Based on Play,Comedy,Live Action,False,3000000,11,2002,131000,146,0.84,0.71,0.043666666666666666,0.74
Gallipoli,-1,-1,-1,False,3000000,8,1981,16656,2,-1.0,0.65,0.005552,-1.0
Water,Original Screenplay,Drama,Live Action,True,3000000,5,2006,18542,36,0.9,0.77,0.006180666666666667,0.9
Donât Think Twice,Original Screenplay,Comedy,Live Action,False,3000000,7,2016,30167,1,0.98,0.83,0.010055666666666666,0.69
Swiss Army Man,Original Screenplay,Drama,Live Action,False,3000000,6,2016,48279,3,0.71,0.64,0.016093,0.72
East is East,Based on Play,Comedy,Live Action,False,3000000,4,2000,69000,44,0.78,0.74,0.023,0.78
Whipped,Original Screenplay,Comedy,Live Action,False,3000000,9,2000,704000,1561,0.13,0.1,0.23466666666666666,0.32
Kama Sutra,Original Screenplay,Drama,Live Action,False,3000000,2,1997,127902,10,-1.0,-1.0,0.042634,-1.0
Frances Ha,Original Screenplay,Comedy,Live Action,True,3000000,5,2013,204701,4,0.92,0.82,0.06823366666666666,0.77
Please Give,Original Screenplay,Black Comedy,Live Action,False,3000000,5,2010,55398,50,0.86,0.78,0.018466,0.64
Willy Wonka & the Chocolate Factory,-1,-1,-1,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
Warlock: The Armageddon,Original Screenplay,Horror,Live Action,True,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
8 Heads in a Duffel Bag,Original Screenplay,Black Comedy,Live Action,False,3000000,4,1997,2667039,1553,0.11,0.15,0.889013,0.34
Days of Heaven,Original Screenplay,Drama,Live Action,False,3000000,-1,-1,-1,-1,0.94,0.93,-3.3333333333333335e-07,0.89
Thirteen Conversations About One Thing,Original Screenplay,Drama,Live Action,False,3000000,5,2002,111955,9,0.83,0.74,0.037318333333333335,0.71
Compadres,Original Screenplay,Comedy,Live Action,False,3000000,4,2016,435773,368,-1.0,0.28,0.14525766666666667,-1.0
Jawbreaker,Original Screenplay,Black Comedy,Live Action,False,3000000,2,1999,555000,801,0.08,0.22,0.185,0.54
Basquiat,Based on Real Life Events,Drama,Live Action,False,3000000,8,1996,153446,6,0.68,0.65,0.05114866666666667,0.77
Tsotsi,Based on Fiction Book/Short Story,Drama,Live Action,False,3000000,5,2006,3075,33,0.82,0.7,0.001025,0.86
Letters to God,Original Screenplay,Drama,Live Action,False,3000000,4,2010,400043,897,0.24,0.31,0.13334766666666667,0.73
Happiness,Original Screenplay,Comedy,Live Action,False,3000000,10,1998,209469,6,-1.0,0.81,0.069823,-1.0
DysFunkTional Family,Based on Real Life Events,Documentary,Live Action,False,3000000,4,2003,1387073,602,0.43,0.51,0.46235766666666667,0.77
Tusk,Original Screenplay,Horror,Live Action,True,3000000,9,2014,370000,602,-1.0,0.55,0.12333333333333334,-1.0
The Wall,Original Screenplay,Thriller/Suspense,Live Action,True,3000000,5,2017,305815,540,-1.0,0.67,0.10193833333333334,-1.0
Elephant,Original Screenplay,Drama,Live Action,False,3000000,10,2003,136653,6,0.73,0.7,0.045551,0.79
Damsels in Distress,Original Screenplay,Black Comedy,Live Action,False,3000000,4,2012,85233,4,0.75,0.67,0.028411,0.39
Oldboy,Original Screenplay,Thriller/Suspense,Live Action,True,3000000,5,2005,1787,11,0.8,0.74,0.0005956666666666667,0.94
Hobo with a Shotgun,Original Screenplay,Action,Live Action,False,3000000,5,2011,1633,21,0.66,0.55,0.0005443333333333333,0.57
The D Train,Original Screenplay,Comedy,Live Action,False,3000000,5,2015,160000,1009,-1.0,0.55,0.05333333333333334,-1.0
Bachelorette,Based on Play,Comedy,Live Action,False,3000000,9,2012,252853,47,0.56,0.53,0.08428433333333334,0.34
Fish Tank,Original Screenplay,Drama,Live Action,False,3000000,1,2010,6765,2,0.91,0.81,0.002255,0.79
Everybody Wants to Be Italian,Original Screenplay,Comedy,Live Action,False,3000000,9,2008,64238,98,0.09,0.26,0.021412666666666667,0.33
Freeway,Original Screenplay,Comedy,Live Action,False,3000000,-1,-1,-1,-1,-1.0,0.61,-3.3333333333333335e-07,-1.0
Love's Abiding Joy,-1,-1,-1,False,3000000,10,2006,63015,207,0.13,-1.0,0.021005,0.8
Dead Alive,Original Screenplay,Horror,Live Action,False,3000000,-1,-1,-1,-1,0.86,0.54,-3.3333333333333335e-07,0.86
Tim and Eric's Billion Dollar Movie,Based on TV,Comedy,Live Action,False,3000000,3,2012,112272,24,0.36,0.4,0.037424,0.47
Holly,Original Screenplay,Drama,Live Action,False,3000000,12,2007,2506,1,0.65,0.51,0.0008353333333333333,0.63
The Eclipse,-1,-1,-1,False,3000000,5,2010,914,5,-1.0,0.67,0.0003046666666666667,-1.0
The Grand,Original Screenplay,Comedy,Live Action,False,3000000,4,2008,6141,6,0.38,0.57,0.002047,0.43
Sommersturm,Original Screenplay,Drama,Live Action,False,3000000,5,2006,928,4,-1.0,-1.0,0.00030933333333333334,-1.0
Fort McCoy,Based on Real Life Events,Drama,Live Action,False,3000000,8,2014,2600,2,0.5,0.47,0.0008666666666666666,0.63
The Gambler,Based on Fiction Book/Short Story,Drama,Live Action,False,3000000,-1,-1,-1,-1,-1.0,0.55,-3.3333333333333335e-07,-1.0
Just Looking,-1,-1,-1,False,3000000,10,2000,8764,6,0.45,0.45,0.0029213333333333335,0.64
Before We Go,Original Screenplay,Drama,Live Action,False,3000000,9,2015,5392,21,0.24,0.31,0.0017973333333333333,0.55
The Divide,Original Screenplay,Thriller/Suspense,Live Action,False,3000000,1,2012,18000,7,-1.0,0.28,0.006,-1.0
Tanner Hall,Original Screenplay,Drama,Live Action,False,3000000,9,2011,1074,5,0.16,0.4,0.000358,0.27
My Big Fat Independent Movie,-1,-1,-1,False,3000000,-1,-1,-1,-1,0.23,0.32,-3.3333333333333335e-07,0.31
Ã  l\'intÃ©rieur,Original Screenplay,Horror,Live Action,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
They Came Together,Original Screenplay,Comedy,Live Action,False,3000000,-1,-1,-1,-1,0.69,0.6,-3.3333333333333335e-07,0.39
Open Road,Original Screenplay,Thriller/Suspense,Live Action,False,3000000,-1,-1,-1,-1,0.29,-1.0,-3.3333333333333335e-07,0.25
Alice in Wonderland,Based on Fiction Book/Short Story,Musical,-1,False,3000000,-1,-1,-1,-1,-1.0,0.53,-3.3333333333333335e-07,-1.0
Barry Munday,Based on Fiction Book/Short Story,Comedy,Live Action,False,3000000,-1,-1,-1,-1,0.43,0.28,-3.3333333333333335e-07,0.36
The Deported,-1,-1,-1,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
Chicago Overcoat,-1,-1,-1,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
Never Back Down 2: The Beatdown,Original Screenplay,Action,Live Action,True,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
AWOL-72,Original Screenplay,Thriller/Suspense,Live Action,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,-1,-1,-1,False,3000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333335e-07,-1.0
Enter the Dangerous Mind,Original Screenplay,Thriller/Suspense,Live Action,False,3000000,-1,-1,-1,-1,0.23,0.22,-3.3333333333333335e-07,0.29
